# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+02
# lRef          : 1.00000000e+00
# Aref          : 2.50000000e-01
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
340             	-9.17024325e-03	3.72078775e-01	-3.81249018e-01	6.02662235e-01	7.59535052e-01	-1.56872818e-01	4.58203935e-01	3.76663897e-01	5.73140203e-03	-3.13324191e-22	5.73140203e-03	-5.73140203e-03
350             	-8.92256508e-03	3.73527493e-01	-3.82450058e-01	6.04782041e-01	7.62106511e-01	-1.57324470e-01	4.59715491e-01	3.77988776e-01	5.57660317e-03	-3.15286208e-22	5.57660317e-03	-5.57660317e-03
360             	-9.44449448e-03	3.74622592e-01	-3.84067087e-01	6.06951743e-01	7.64935504e-01	-1.57983761e-01	4.61459632e-01	3.79344839e-01	5.90280905e-03	-2.89051352e-22	5.90280905e-03	-5.90280905e-03
370             	-9.91503378e-03	3.75239298e-01	-3.85154332e-01	6.08314904e-01	7.67127756e-01	-1.58812852e-01	4.62970304e-01	3.80196815e-01	6.19689611e-03	-3.01777937e-22	6.19689611e-03	-6.19689611e-03
380             	-1.01186096e-02	3.76562036e-01	-3.86680646e-01	6.10594146e-01	7.70355507e-01	-1.59761361e-01	4.65058434e-01	3.81621341e-01	6.32413098e-03	-2.86186730e-22	6.32413098e-03	-6.32413098e-03
390             	-1.06040394e-02	3.76050746e-01	-3.86654785e-01	6.10164425e-01	7.70294521e-01	-1.60130096e-01	4.65212309e-01	3.81352766e-01	6.62752463e-03	-2.63321074e-22	6.62752463e-03	-6.62752463e-03
400             	-1.10977241e-02	3.77034010e-01	-3.88131734e-01	6.12132595e-01	7.73432898e-01	-1.61300304e-01	4.67366601e-01	3.82582872e-01	6.93607758e-03	-2.81147982e-22	6.93607758e-03	-6.93607758e-03
410             	-1.18210412e-02	3.77961012e-01	-3.89782053e-01	6.14194452e-01	7.76576590e-01	-1.62382137e-01	4.69479363e-01	3.83871533e-01	7.38815076e-03	-2.46500713e-22	7.38815076e-03	-7.38815076e-03
420             	-1.19791678e-02	3.77949037e-01	-3.89928205e-01	6.14301793e-01	7.77316434e-01	-1.63014641e-01	4.70165537e-01	3.83938621e-01	7.48697985e-03	-2.68710088e-22	7.48697985e-03	-7.48697985e-03
430             	-1.21301969e-02	3.76811955e-01	-3.88942152e-01	6.12603285e-01	7.75617269e-01	-1.63013984e-01	4.69315626e-01	3.82877053e-01	7.58137308e-03	-2.53574131e-22	7.58137308e-03	-7.58137308e-03
440             	-1.29078657e-02	3.78151208e-01	-3.91059074e-01	6.15368226e-01	7.79436209e-01	-1.64067983e-01	4.71752096e-01	3.84605141e-01	8.06741605e-03	-2.20786895e-22	8.06741605e-03	-8.06741605e-03
450             	-1.31554353e-02	3.78672238e-01	-3.91827674e-01	6.16399930e-01	7.80880544e-01	-1.64480614e-01	4.72680579e-01	3.85249956e-01	8.22214706e-03	-2.34259663e-22	8.22214706e-03	-8.22214706e-03
460             	-1.33918071e-02	3.78388943e-01	-3.91780750e-01	6.16135754e-01	7.80798869e-01	-1.64663114e-01	4.72730992e-01	3.85084846e-01	8.36987942e-03	-2.60876325e-22	8.36987942e-03	-8.36987942e-03
470             	-1.34448347e-02	3.78857498e-01	-3.92302333e-01	6.16927865e-01	7.81451779e-01	-1.64523914e-01	4.72987846e-01	3.85579916e-01	8.40302170e-03	-2.71662719e-22	8.40302170e-03	-8.40302170e-03
480             	-1.39682599e-02	3.79755800e-01	-3.93724059e-01	6.18783887e-01	7.84286815e-01	-1.65502928e-01	4.74894872e-01	3.86739929e-01	8.73016243e-03	-2.37660177e-22	8.73016243e-03	-8.73016243e-03
490             	-1.40225129e-02	3.77471520e-01	-3.91494033e-01	6.15172443e-01	7.80388693e-01	-1.65216250e-01	4.72802471e-01	3.84482777e-01	8.76407058e-03	-2.74746090e-22	8.76407058e-03	-8.76407058e-03
500             	-1.41778510e-02	3.76876178e-01	-3.91054029e-01	6.14344166e-01	7.79780586e-01	-1.65436420e-01	4.72608503e-01	3.83965104e-01	8.86115685e-03	-2.77483444e-22	8.86115685e-03	-8.86115685e-03
510             	-1.45260842e-02	3.77036921e-01	-3.91563005e-01	6.14879941e-01	7.81148968e-01	-1.66269027e-01	4.73708997e-01	3.84299963e-01	9.07880266e-03	-2.70600888e-22	9.07880266e-03	-9.07880266e-03
520             	-1.44293937e-02	3.73963551e-01	-3.88392945e-01	6.09885196e-01	7.75684739e-01	-1.65799543e-01	4.70742141e-01	3.81178248e-01	9.01837109e-03	-2.92646500e-22	9.01837109e-03	-9.01837109e-03
530             	-1.46106195e-02	3.73911856e-01	-3.88522475e-01	6.09947465e-01	7.76139474e-01	-1.66192009e-01	4.71165741e-01	3.81217166e-01	9.13163722e-03	-2.93963574e-22	9.13163722e-03	-9.13163722e-03
540             	-1.46494155e-02	3.71963638e-01	-3.86613054e-01	6.06861354e-01	7.72351193e-01	-1.65489839e-01	4.68920516e-01	3.79288346e-01	9.15588472e-03	-2.93169063e-22	9.15588472e-03	-9.15588472e-03
550             	-1.45352792e-02	3.72438179e-01	-3.86973458e-01	6.07529309e-01	7.73012442e-01	-1.65483133e-01	4.69247788e-01	3.79705818e-01	9.08454952e-03	-2.89494950e-22	9.08454952e-03	-9.08454952e-03
560             	-1.45433644e-02	3.72138025e-01	-3.86681389e-01	6.07055531e-01	7.72020195e-01	-1.64964663e-01	4.68492429e-01	3.79409707e-01	9.08960272e-03	-2.75585014e-22	9.08960272e-03	-9.08960272e-03
570             	-1.45279613e-02	3.73054773e-01	-3.87582734e-01	6.08510006e-01	7.73483252e-01	-1.64973246e-01	4.69228249e-01	3.80318754e-01	9.07997581e-03	-2.78211663e-22	9.07997581e-03	-9.07997581e-03
580             	-1.42378881e-02	3.71179283e-01	-3.85417171e-01	6.05277163e-01	7.69282691e-01	-1.64005528e-01	4.66644109e-01	3.78298227e-01	8.89868005e-03	-2.74661822e-22	8.89868005e-03	-8.89868005e-03
590             	-1.41161973e-02	3.70746002e-01	-3.84862199e-01	6.04486561e-01	7.67850676e-01	-1.63364116e-01	4.65607396e-01	3.77804100e-01	8.82262333e-03	-2.53274830e-22	8.82262333e-03	-8.82262333e-03
600             	-1.39341446e-02	3.71501260e-01	-3.85435405e-01	6.05549332e-01	7.68553487e-01	-1.63004155e-01	4.65778821e-01	3.78468333e-01	8.70884037e-03	-2.52819656e-22	8.70884037e-03	-8.70884037e-03
610             	-1.36023114e-02	3.69860748e-01	-3.83463059e-01	6.02659045e-01	7.64862805e-01	-1.62203759e-01	4.63533282e-01	3.76661903e-01	8.50144462e-03	-2.25405359e-22	8.50144462e-03	-8.50144462e-03
620             	-1.37243089e-02	3.68335524e-01	-3.82059833e-01	6.00316285e-01	7.62755892e-01	-1.62439607e-01	4.62597749e-01	3.75197678e-01	8.57769307e-03	-2.06516070e-22	8.57769307e-03	-8.57769307e-03
630             	-1.38728120e-02	3.58623665e-01	-3.72496477e-01	5.84896113e-01	7.49366450e-01	-1.64470336e-01	4.56918393e-01	3.65560071e-01	8.67050748e-03	-2.53853693e-22	8.67050748e-03	-8.67050748e-03
640             	-1.54509677e-02	3.43739959e-01	-3.59190927e-01	5.62344709e-01	7.31477345e-01	-1.69132636e-01	4.50304991e-01	3.51465443e-01	9.65685482e-03	-2.55231792e-22	9.65685482e-03	-9.65685482e-03
650             	-1.53130936e-02	3.43859853e-01	-3.59172947e-01	5.62426240e-01	7.31751044e-01	-1.69324805e-01	4.50537925e-01	3.51516400e-01	9.57068349e-03	-2.50723399e-22	9.57068349e-03	-9.57068349e-03
660             	-1.53339169e-02	3.44465328e-01	-3.59799245e-01	5.63411658e-01	7.31426008e-01	-1.68014350e-01	4.49720179e-01	3.52132286e-01	9.58369806e-03	-2.55164262e-22	9.58369806e-03	-9.58369806e-03
670             	-1.52066018e-02	3.44794124e-01	-3.60000726e-01	5.63835879e-01	7.31367887e-01	-1.67532008e-01	4.49449947e-01	3.52397425e-01	9.50412613e-03	-2.54647181e-22	9.50412613e-03	-9.50412613e-03
680             	-1.56005912e-02	3.46292246e-01	-3.61892837e-01	5.66548067e-01	7.34916953e-01	-1.68368887e-01	4.51642920e-01	3.54092542e-01	9.75036947e-03	-2.34536030e-22	9.75036947e-03	-9.75036947e-03
690             	-1.48008333e-02	3.44928527e-01	-3.59729360e-01	5.63726310e-01	7.31163408e-01	-1.67437098e-01	4.49300253e-01	3.52328944e-01	9.25052083e-03	-2.68941107e-22	9.25052083e-03	-9.25052083e-03
700             	-1.55716150e-02	3.45480941e-01	-3.61052556e-01	5.65226798e-01	7.32945229e-01	-1.67718431e-01	4.50331830e-01	3.53266749e-01	9.73225940e-03	-2.36604842e-22	9.73225940e-03	-9.73225940e-03
710             	-1.51360691e-02	3.45981037e-01	-3.61117106e-01	5.65678515e-01	7.33508267e-01	-1.67829751e-01	4.50669009e-01	3.53549072e-01	9.46004322e-03	-2.73058364e-22	9.46004322e-03	-9.46004322e-03
720             	-1.48949706e-02	3.45341104e-01	-3.60236074e-01	5.64461743e-01	7.31920903e-01	-1.67459160e-01	4.49690032e-01	3.52788589e-01	9.30935661e-03	-2.60549189e-22	9.30935661e-03	-9.30935661e-03
730             	-1.48373659e-02	3.45703623e-01	-3.60540989e-01	5.64995690e-01	7.32388731e-01	-1.67393041e-01	4.49890886e-01	3.53122306e-01	9.27335370e-03	-2.62377461e-22	9.27335370e-03	-9.27335370e-03
740             	-1.45105192e-02	3.45157814e-01	-3.59668333e-01	5.63860917e-01	7.30981649e-01	-1.67120732e-01	4.49051191e-01	3.52413073e-01	9.06907448e-03	-2.78665214e-22	9.06907448e-03	-9.06907448e-03
750             	-1.48786411e-02	3.45674639e-01	-3.60553280e-01	5.64982335e-01	7.32355126e-01	-1.67372791e-01	4.49863958e-01	3.53113960e-01	9.29915069e-03	-2.59249865e-22	9.29915069e-03	-9.29915069e-03
760             	-1.46715426e-02	3.45253954e-01	-3.59925497e-01	5.64143561e-01	7.31263554e-01	-1.67119993e-01	4.49191773e-01	3.52589726e-01	9.16971414e-03	-2.83200653e-22	9.16971414e-03	-9.16971414e-03
770             	-1.44643766e-02	3.46484009e-01	-3.60948386e-01	5.65945916e-01	7.33240239e-01	-1.67294323e-01	4.50267281e-01	3.53716197e-01	9.04023537e-03	-2.69462179e-22	9.04023537e-03	-9.04023537e-03
780             	-1.44185989e-02	3.45903139e-01	-3.60321738e-01	5.64979901e-01	7.31787164e-01	-1.66807263e-01	4.49297214e-01	3.53112438e-01	9.01162434e-03	-2.77732325e-22	9.01162434e-03	-9.01162434e-03
790             	-1.44896793e-02	3.47827279e-01	-3.62316958e-01	5.68115390e-01	7.35581996e-01	-1.67466606e-01	4.51524301e-01	3.55072119e-01	9.05604959e-03	-2.76274757e-22	9.05604959e-03	-9.05604959e-03
800             	-1.48125041e-02	3.48875987e-01	-3.63688491e-01	5.70051582e-01	7.37880670e-01	-1.67829088e-01	4.52854879e-01	3.56282239e-01	9.25781506e-03	-2.71340692e-22	9.25781506e-03	-9.25781506e-03
810             	-1.43858017e-02	3.49874491e-01	-3.64260293e-01	5.71307827e-01	7.38761562e-01	-1.67453735e-01	4.53107649e-01	3.57067392e-01	8.99112609e-03	-2.73533850e-22	8.99112609e-03	-8.99112609e-03
820             	-1.48012844e-02	3.51212577e-01	-3.66013862e-01	5.73781151e-01	7.42024541e-01	-1.68243389e-01	4.55133965e-01	3.58613220e-01	9.25080277e-03	-2.71475643e-22	9.25080277e-03	-9.25080277e-03
830             	-1.45817414e-02	3.52488667e-01	-3.67070409e-01	5.75647261e-01	7.43679891e-01	-1.68032630e-01	4.55856260e-01	3.59779538e-01	9.11358835e-03	-2.82763349e-22	9.11358835e-03	-9.11358835e-03
840             	-1.45494126e-02	3.53264062e-01	-3.67813475e-01	5.76862029e-01	7.44891975e-01	-1.68029945e-01	4.56460960e-01	3.60538768e-01	9.09338290e-03	-2.93555870e-22	9.09338290e-03	-9.09338290e-03
850             	-1.41589930e-02	3.54131117e-01	-3.68290110e-01	5.77936982e-01	7.45529675e-01	-1.67592693e-01	4.56561184e-01	3.61210614e-01	8.84937061e-03	-2.89174551e-22	8.84937061e-03	-8.84937061e-03
860             	-1.45965726e-02	3.55869771e-01	-3.70466343e-01	5.81068891e-01	7.48983273e-01	-1.67914382e-01	4.58448828e-01	3.63168057e-01	9.12285785e-03	-2.74317252e-22	9.12285785e-03	-9.12285785e-03
870             	-1.45026779e-02	3.57577104e-01	-3.72079782e-01	5.83725509e-01	7.51757992e-01	-1.68032483e-01	4.59895238e-01	3.64828443e-01	9.06417367e-03	-2.70687633e-22	9.06417367e-03	-9.06417367e-03
880             	-1.43599151e-02	3.58956294e-01	-3.73316209e-01	5.85818003e-01	7.53538512e-01	-1.67720510e-01	4.60629511e-01	3.66136252e-01	8.97494695e-03	-2.77259165e-22	8.97494695e-03	-8.97494695e-03
890             	-1.44374526e-02	3.61328660e-01	-3.75766113e-01	5.89675819e-01	7.57656204e-01	-1.67980385e-01	4.62818294e-01	3.68547387e-01	9.02340786e-03	-2.74611086e-22	9.02340786e-03	-9.02340786e-03
900             	-1.43912537e-02	3.63246609e-01	-3.77637863e-01	5.92707578e-01	7.60905300e-01	-1.68197723e-01	4.64551512e-01	3.70442236e-01	8.99453358e-03	-2.68191459e-22	8.99453358e-03	-8.99453358e-03
910             	-1.45218111e-02	3.64847147e-01	-3.79368958e-01	5.95372883e-01	7.63503282e-01	-1.68130399e-01	4.65816841e-01	3.72108052e-01	9.07613192e-03	-2.79547798e-22	9.07613192e-03	-9.07613192e-03
920             	-1.44044769e-02	3.66283318e-01	-3.80687795e-01	5.97576890e-01	7.65621760e-01	-1.68044870e-01	4.66833315e-01	3.73485556e-01	9.00279809e-03	-2.56226550e-22	9.00279809e-03	-9.00279809e-03
930             	-1.44412464e-02	3.68574473e-01	-3.83015719e-01	6.01272154e-01	7.69770498e-01	-1.68498344e-01	4.69134421e-01	3.75795096e-01	9.02577898e-03	-2.56035555e-22	9.02577898e-03	-9.02577898e-03
940             	-1.43337159e-02	3.70023953e-01	-3.84357669e-01	6.03505297e-01	7.72097570e-01	-1.68592273e-01	4.70344921e-01	3.77190811e-01	8.95857246e-03	-2.63800032e-22	8.95857246e-03	-8.95857246e-03
950             	-1.46899849e-02	3.71197921e-01	-3.85887906e-01	6.05668661e-01	7.74214066e-01	-1.68545405e-01	4.71379735e-01	3.78542913e-01	9.18124057e-03	-2.34421026e-22	9.18124057e-03	-9.18124057e-03
960             	-1.46932015e-02	3.73253289e-01	-3.87946490e-01	6.08959823e-01	7.77893437e-01	-1.68933613e-01	4.73413525e-01	3.80599890e-01	9.18325093e-03	-2.71393056e-22	9.18325093e-03	-9.18325093e-03
970             	-1.47140362e-02	3.74584748e-01	-3.89298785e-01	6.11106827e-01	7.80193220e-01	-1.69086394e-01	4.74639807e-01	3.81941767e-01	9.19627265e-03	-2.65739996e-22	9.19627265e-03	-9.19627265e-03
980             	-1.48150964e-02	3.75767774e-01	-3.90582871e-01	6.13080516e-01	7.82052574e-01	-1.68972058e-01	4.75512316e-01	3.83175323e-01	9.25943523e-03	-2.44841595e-22	9.25943523e-03	-9.25943523e-03
990             	-1.48608858e-02	3.77147847e-01	-3.92008733e-01	6.15325264e-01	7.84569359e-01	-1.69244096e-01	4.76906728e-01	3.84578290e-01	9.28805361e-03	-2.55508602e-22	9.28805361e-03	-9.28805361e-03
1000            	-1.50247098e-02	3.78870916e-01	-3.93895625e-01	6.18213233e-01	7.87762050e-01	-1.69548817e-01	4.78655434e-01	3.86383271e-01	9.39044361e-03	-2.40938186e-22	9.39044361e-03	-9.39044361e-03
1010            	-1.50708619e-02	3.80733318e-01	-3.95804180e-01	6.21229999e-01	7.91083373e-01	-1.69853374e-01	4.80468373e-01	3.88268749e-01	9.41928867e-03	-2.42809453e-22	9.41928867e-03	-9.41928867e-03
1020            	-1.50425217e-02	3.81221215e-01	-3.96263737e-01	6.21987962e-01	7.91656045e-01	-1.69668084e-01	4.80662064e-01	3.88742476e-01	9.40157607e-03	-2.40087761e-22	9.40157607e-03	-9.40157607e-03
1030            	-1.53561210e-02	3.83777048e-01	-3.99133169e-01	6.26328173e-01	7.96746335e-01	-1.70418161e-01	4.83582248e-01	3.91455108e-01	9.59757561e-03	-2.28452469e-22	9.59757561e-03	-9.59757561e-03
1040            	-1.51430538e-02	3.84018896e-01	-3.99161950e-01	6.26544677e-01	7.96352115e-01	-1.69807437e-01	4.83079776e-01	3.91590423e-01	9.46440864e-03	-2.26299381e-22	9.46440864e-03	-9.46440864e-03
1050            	-1.56655765e-02	3.85667994e-01	-4.01333571e-01	6.29601252e-01	8.00044572e-01	-1.70443320e-01	4.85243946e-01	3.93500783e-01	9.79098533e-03	-2.33760788e-22	9.79098533e-03	-9.79098533e-03
1060            	-1.56375510e-02	3.87984009e-01	-4.03621560e-01	6.33284455e-01	8.04085030e-01	-1.70800575e-01	4.87442803e-01	3.95802784e-01	9.77346936e-03	-2.05150507e-22	9.77346936e-03	-9.77346936e-03
1070            	-1.58329887e-02	3.88317357e-01	-4.04150346e-01	6.33974163e-01	8.04848544e-01	-1.70874382e-01	4.87861463e-01	3.96233852e-01	9.89561792e-03	-2.26857081e-22	9.89561792e-03	-9.89561792e-03
1080            	-1.58239564e-02	3.90177818e-01	-4.06001774e-01	6.36943674e-01	8.07909989e-01	-1.70966316e-01	4.89438153e-01	3.98089796e-01	9.88997272e-03	-2.12641387e-22	9.88997272e-03	-9.88997272e-03
1090            	-1.58402793e-02	3.90953728e-01	-4.06794007e-01	6.38198188e-01	8.09213874e-01	-1.71015686e-01	4.90114780e-01	3.98873868e-01	9.90017454e-03	-2.06407047e-22	9.90017454e-03	-9.90017454e-03
1100            	-1.58336992e-02	3.91863914e-01	-4.07697613e-01	6.39649221e-01	8.10606202e-01	-1.70956981e-01	4.90781592e-01	3.99780763e-01	9.89606202e-03	-2.18500134e-22	9.89606202e-03	-9.89606202e-03
1110            	-1.63428101e-02	3.94507652e-01	-4.10850462e-01	6.44286491e-01	8.16141281e-01	-1.71854790e-01	4.93998035e-01	4.02679057e-01	1.02142563e-02	-1.77496929e-22	1.02142563e-02	-1.02142563e-02
1120            	-1.62318917e-02	3.94364440e-01	-4.10596332e-01	6.43968618e-01	8.15636424e-01	-1.71667806e-01	4.93652115e-01	4.02480386e-01	1.01449323e-02	-2.10569274e-22	1.01449323e-02	-1.01449323e-02
1130            	-1.65807315e-02	3.94457986e-01	-4.11038718e-01	6.44397363e-01	8.15514845e-01	-1.71117481e-01	4.93316163e-01	4.02748352e-01	1.03629572e-02	-1.72153399e-22	1.03629572e-02	-1.03629572e-02
