# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
66              	smoothSolver	7.39828220e-03	2.52850130e-04	4	8.36828290e-03	1.74485950e-04	4	false	smoothSolver	1.30425100e-03	3.98389260e-05	4	true	smoothSolver	1.76413040e-04	8.91906800e-06	4	true	GAMG	4.93076670e-02	1.45857630e-03	2	true
67              	smoothSolver	7.37881400e-03	2.49570330e-04	4	8.28068490e-03	1.67222850e-04	4	false	smoothSolver	1.30854830e-03	3.98980660e-05	4	true	smoothSolver	1.75271850e-04	8.85721970e-06	4	true	GAMG	4.90172410e-02	1.46941560e-03	2	true
68              	smoothSolver	7.30603990e-03	2.47739550e-04	4	8.19254360e-03	1.67623450e-04	4	false	smoothSolver	1.31184910e-03	4.00358440e-05	4	true	smoothSolver	1.74072750e-04	8.78849310e-06	4	true	GAMG	4.80065640e-02	1.47620820e-03	2	true
69              	smoothSolver	7.25451850e-03	2.45624820e-04	4	8.08454110e-03	1.66098450e-04	4	false	smoothSolver	1.31532340e-03	4.01620870e-05	4	true	smoothSolver	1.72486470e-04	8.70441340e-06	4	true	GAMG	4.67909390e-02	1.44450650e-03	2	true
70              	smoothSolver	7.20465270e-03	2.45406030e-04	4	8.01344210e-03	1.65641150e-04	4	false	smoothSolver	1.31987130e-03	4.03016130e-05	4	true	smoothSolver	1.71380900e-04	8.70052900e-06	4	true	GAMG	4.52054570e-02	1.37154610e-03	2	true
71              	smoothSolver	7.18884830e-03	2.42995090e-04	4	7.91354180e-03	1.64366960e-04	4	false	smoothSolver	1.32275580e-03	4.04147440e-05	4	true	smoothSolver	1.70730510e-04	8.67867430e-06	4	true	GAMG	4.48765170e-02	1.35394280e-03	2	true
72              	smoothSolver	7.11742170e-03	2.42403160e-04	4	7.84131270e-03	1.63020990e-04	4	false	smoothSolver	1.32417180e-03	4.05183470e-05	4	true	smoothSolver	1.70237370e-04	8.67503320e-06	4	true	GAMG	4.44588670e-02	1.36420270e-03	2	true
73              	smoothSolver	7.09359930e-03	2.39427780e-04	4	7.76488760e-03	1.60303080e-04	4	false	smoothSolver	1.32638190e-03	4.05202850e-05	4	true	smoothSolver	1.69411720e-04	8.58996360e-06	4	true	GAMG	4.42783780e-02	1.34185090e-03	2	true
74              	smoothSolver	7.03153110e-03	2.38343700e-04	4	7.67371010e-03	1.57963180e-04	4	false	smoothSolver	1.32932490e-03	4.06354220e-05	4	true	smoothSolver	1.68903290e-04	8.59841240e-06	4	true	GAMG	4.39531130e-02	1.32697730e-03	2	true
75              	smoothSolver	7.00785750e-03	2.36019350e-04	4	7.59517160e-03	1.55723900e-04	4	false	smoothSolver	1.33082480e-03	4.05786250e-05	4	true	smoothSolver	1.68140810e-04	8.54443290e-06	4	true	GAMG	4.25139810e-02	1.29510710e-03	2	true
76              	smoothSolver	6.93255410e-03	2.33160530e-04	4	7.52246140e-03	1.55084560e-04	4	false	smoothSolver	1.32996440e-03	4.05519790e-05	4	true	smoothSolver	1.66837770e-04	8.45069050e-06	4	true	GAMG	4.21131930e-02	1.30256100e-03	2	true
77              	smoothSolver	6.88046270e-03	2.31210430e-04	4	7.43657370e-03	1.52916420e-04	4	false	smoothSolver	1.33184200e-03	4.04108900e-05	4	true	smoothSolver	1.66143360e-04	8.40846700e-06	4	true	GAMG	4.18192850e-02	1.29571420e-03	2	true
78              	smoothSolver	6.82296400e-03	2.30234930e-04	4	7.37006920e-03	1.51889180e-04	4	false	smoothSolver	1.33068170e-03	4.04101760e-05	4	true	smoothSolver	1.65117560e-04	8.34895070e-06	4	true	GAMG	4.10410990e-02	1.24671580e-03	2	true
79              	smoothSolver	6.79372110e-03	2.30259410e-04	4	7.27579770e-03	1.49699230e-04	4	false	smoothSolver	1.33328770e-03	4.05794920e-05	4	true	smoothSolver	1.64792760e-04	8.34751320e-06	4	true	GAMG	4.04208980e-02	1.22959460e-03	2	true
80              	smoothSolver	6.73948560e-03	2.28181560e-04	4	7.21912270e-03	1.50340120e-04	4	false	smoothSolver	1.33256090e-03	4.05230160e-05	4	true	smoothSolver	1.64208290e-04	8.30198710e-06	4	true	GAMG	3.90869720e-02	1.17997770e-03	2	true
81              	smoothSolver	6.70619540e-03	2.24496230e-04	4	7.14926020e-03	1.47336700e-04	4	false	smoothSolver	1.33105110e-03	4.05062950e-05	4	true	smoothSolver	1.63500360e-04	8.26739480e-06	4	true	GAMG	3.91726600e-02	1.17422010e-03	2	true
82              	smoothSolver	6.64085170e-03	2.23217040e-04	4	7.05871890e-03	1.47023910e-04	4	false	smoothSolver	1.33036770e-03	4.04839120e-05	4	true	smoothSolver	1.62353840e-04	8.23547350e-06	4	true	GAMG	3.88061420e-02	1.13058220e-03	2	true
83              	smoothSolver	6.60672410e-03	2.21106750e-04	4	7.01833120e-03	1.45092920e-04	4	false	smoothSolver	1.32842830e-03	4.04536340e-05	4	true	smoothSolver	1.61428150e-04	8.16839670e-06	4	true	GAMG	3.88812500e-02	1.13208820e-03	2	true
84              	smoothSolver	6.55632130e-03	2.20003790e-04	4	6.93726340e-03	1.45534950e-04	4	false	smoothSolver	1.32651640e-03	4.04361940e-05	4	true	smoothSolver	1.60988910e-04	8.15188640e-06	4	true	GAMG	3.79592460e-02	1.09617500e-03	2	true
85              	smoothSolver	6.53415690e-03	2.19036700e-04	4	6.88118330e-03	1.44463150e-04	4	false	smoothSolver	1.32337220e-03	4.03133370e-05	4	true	smoothSolver	1.59516810e-04	8.07291960e-06	4	true	GAMG	3.74672140e-02	1.07183620e-03	2	true
86              	smoothSolver	6.49082480e-03	2.16662430e-04	4	6.81619860e-03	1.41888950e-04	4	false	smoothSolver	1.32034690e-03	4.03460590e-05	4	true	smoothSolver	1.58927970e-04	8.06020450e-06	4	true	GAMG	3.66397030e-02	1.04717620e-03	2	true
87              	smoothSolver	6.46945640e-03	2.14930660e-04	4	6.72126070e-03	1.39638380e-04	4	false	smoothSolver	1.31819000e-03	4.03898150e-05	4	true	smoothSolver	1.58319620e-04	8.01980680e-06	4	true	GAMG	3.54286170e-02	1.02788030e-03	2	true
88              	smoothSolver	6.39213410e-03	2.13372330e-04	4	6.64636630e-03	1.38342560e-04	4	false	smoothSolver	1.31415380e-03	4.03883200e-05	4	true	smoothSolver	1.57711000e-04	7.99929110e-06	4	true	GAMG	3.45586250e-02	9.89950290e-04	2	true
89              	smoothSolver	6.35595980e-03	2.12357960e-04	4	6.58874660e-03	1.38265980e-04	4	false	smoothSolver	1.31169430e-03	4.03850170e-05	4	true	smoothSolver	1.57812640e-04	7.99638850e-06	4	true	GAMG	3.51973990e-02	1.00349640e-03	2	true
90              	smoothSolver	6.32387190e-03	2.11900430e-04	4	6.50622510e-03	1.34802730e-04	4	false	smoothSolver	1.30947390e-03	4.03101790e-05	4	true	smoothSolver	1.57747380e-04	7.95491230e-06	4	true	GAMG	3.40947730e-02	9.29492460e-04	2	true
91              	smoothSolver	6.29389850e-03	2.08745330e-04	4	6.44823230e-03	1.33639860e-04	4	false	smoothSolver	1.30584220e-03	4.02267250e-05	4	true	smoothSolver	1.57909700e-04	7.98067380e-06	4	true	GAMG	3.44401050e-02	9.11764350e-04	2	true
92              	smoothSolver	6.25978760e-03	2.07630930e-04	4	6.36943870e-03	1.31252610e-04	4	false	smoothSolver	1.30298690e-03	4.01503980e-05	4	true	smoothSolver	1.57896870e-04	8.00848890e-06	4	true	GAMG	3.26802810e-02	8.31459560e-04	2	true
93              	smoothSolver	6.23018410e-03	2.05234700e-04	4	6.31537750e-03	1.29119990e-04	4	false	smoothSolver	1.29892620e-03	4.01265270e-05	4	true	smoothSolver	1.58395460e-04	8.02109830e-06	4	true	GAMG	3.27360520e-02	8.65697160e-04	2	true
94              	smoothSolver	6.19838540e-03	2.04606860e-04	4	6.25733370e-03	1.29607460e-04	4	false	smoothSolver	1.29670050e-03	4.01532960e-05	4	true	smoothSolver	1.59374840e-04	8.05602460e-06	4	true	GAMG	3.29944410e-02	8.63366510e-04	2	true
95              	smoothSolver	6.16466290e-03	2.02733800e-04	4	6.17396740e-03	1.28251950e-04	4	false	smoothSolver	1.29306960e-03	4.02027510e-05	4	true	smoothSolver	1.60028120e-04	8.13172130e-06	4	true	GAMG	3.19839230e-02	8.67208720e-04	2	true
96              	smoothSolver	6.13324280e-03	2.01985850e-04	4	6.13523990e-03	1.26633850e-04	4	false	smoothSolver	1.29208000e-03	4.03571830e-05	4	true	smoothSolver	1.61129140e-04	8.17204860e-06	4	true	GAMG	3.18353350e-02	8.71052200e-04	2	true
97              	smoothSolver	6.12162740e-03	2.00360040e-04	4	6.07047110e-03	1.23389620e-04	4	false	smoothSolver	1.28870760e-03	4.03837020e-05	4	true	smoothSolver	1.61721010e-04	8.25333150e-06	4	true	GAMG	3.22384190e-02	8.66469440e-04	2	true
98              	smoothSolver	6.08389310e-03	1.98864880e-04	4	6.04079700e-03	1.21337670e-04	4	false	smoothSolver	1.28618750e-03	4.04478130e-05	4	true	smoothSolver	1.62308640e-04	8.32093020e-06	4	true	GAMG	3.25075170e-02	8.72258080e-04	2	true
99              	smoothSolver	6.04872360e-03	1.96627980e-04	4	5.98815790e-03	1.20367770e-04	4	false	smoothSolver	1.28309950e-03	4.04377610e-05	4	true	smoothSolver	1.62382610e-04	8.32601910e-06	4	true	GAMG	3.19686230e-02	8.64106580e-04	2	true
