# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
11              	smoothSolver	5.90927690e-02	9.81342450e-04	4	8.00049760e-02	1.28959610e-03	4	false	smoothSolver	4.13170680e-02	1.08474250e-03	4	true	smoothSolver	1.81808780e-03	8.81079700e-05	4	true	GAMG	2.11549080e-01	1.65572360e-02	2	true
12              	smoothSolver	4.62505690e-02	7.64234090e-04	4	6.44914310e-02	1.01890050e-03	4	false	smoothSolver	3.56298080e-02	9.50193580e-04	4	true	smoothSolver	1.71921730e-03	8.44390030e-05	4	true	GAMG	2.17615740e-01	1.86012540e-02	2	true
13              	smoothSolver	4.00789610e-02	6.16415540e-04	4	6.43365990e-02	6.28707970e-03	2	false	smoothSolver	3.12204010e-02	8.49869800e-04	4	true	smoothSolver	1.55961880e-03	7.71754870e-05	4	true	GAMG	2.30280190e-01	1.74138200e-02	2	true
14              	smoothSolver	3.53104910e-02	5.64217320e-04	4	6.77198640e-02	9.48182600e-04	4	false	smoothSolver	2.75637800e-02	7.55046820e-04	4	true	smoothSolver	1.39534850e-03	6.89328390e-05	4	true	GAMG	2.54916680e-01	1.34173500e-02	2	true
15              	smoothSolver	3.05854250e-02	5.65144400e-04	4	6.75657380e-02	9.59453320e-04	4	false	smoothSolver	2.40367530e-02	6.73907110e-04	4	true	smoothSolver	1.21867010e-03	6.16816290e-05	4	true	GAMG	2.46156540e-01	2.19565980e-02	1	true
16              	smoothSolver	2.56011690e-02	5.24017810e-04	4	6.08050510e-02	9.31236780e-04	4	false	smoothSolver	2.08601170e-02	5.95049760e-04	4	true	smoothSolver	1.07971210e-03	5.54573260e-05	4	true	GAMG	2.26449330e-01	1.95897370e-02	1	true
17              	smoothSolver	2.11061850e-02	4.77667730e-04	4	5.03025440e-02	8.39509960e-04	4	false	smoothSolver	1.81557460e-02	5.30586800e-04	4	true	smoothSolver	9.97660710e-04	5.18248590e-05	4	true	GAMG	2.19070000e-01	1.04937500e-02	2	true
18              	smoothSolver	1.86212750e-02	4.27751690e-04	4	3.97035100e-02	6.70592220e-04	4	false	smoothSolver	1.59236130e-02	4.73989980e-04	4	true	smoothSolver	9.48825810e-04	5.07219130e-05	4	true	GAMG	2.11265570e-01	1.15869890e-02	2	true
19              	smoothSolver	1.82542820e-02	4.62601930e-04	4	3.19256940e-02	5.59407080e-04	4	false	smoothSolver	1.41039650e-02	4.23830160e-04	4	true	smoothSolver	9.28692370e-04	4.98533230e-05	4	true	GAMG	2.15615540e-01	1.09480010e-02	2	true
20              	smoothSolver	1.88740410e-02	5.23321800e-04	4	2.74303270e-02	4.72141480e-04	4	false	smoothSolver	1.26181050e-02	3.80439030e-04	4	true	smoothSolver	9.00080310e-04	4.85587910e-05	4	true	GAMG	2.34871750e-01	2.13360340e-02	1	true
21              	smoothSolver	1.94351250e-02	5.59460980e-04	4	2.48827810e-02	4.30119340e-04	4	false	smoothSolver	1.13079610e-02	3.44268810e-04	4	true	smoothSolver	8.56983130e-04	4.69435120e-05	4	true	GAMG	2.63287860e-01	2.52953350e-02	1	true
22              	smoothSolver	1.90634970e-02	5.66559430e-04	4	2.29692080e-02	4.10250490e-04	4	false	smoothSolver	1.02686670e-02	3.13653590e-04	4	true	smoothSolver	8.13882240e-04	4.47651210e-05	4	true	GAMG	2.62890670e-01	2.47997730e-02	1	true
23              	smoothSolver	1.81080210e-02	5.50475800e-04	4	2.18600730e-02	3.96934220e-04	4	false	smoothSolver	9.40412630e-03	2.88233550e-04	4	true	smoothSolver	7.76739150e-04	4.29283240e-05	4	true	GAMG	2.36559990e-01	2.14739370e-02	1	true
24              	smoothSolver	1.67370360e-02	4.99167650e-04	4	2.16838570e-02	3.96378500e-04	4	false	smoothSolver	8.70397210e-03	2.67213300e-04	4	true	smoothSolver	7.49585410e-04	4.19043510e-05	4	true	GAMG	2.21320260e-01	2.03010050e-02	1	true
25              	smoothSolver	1.53092830e-02	4.47549990e-04	4	2.24422370e-02	4.17286890e-04	4	false	smoothSolver	8.10140200e-03	2.48090060e-04	4	true	smoothSolver	7.29105960e-04	4.05612990e-05	4	true	GAMG	2.19549280e-01	2.05056530e-02	1	true
26              	smoothSolver	1.40904650e-02	4.10977480e-04	4	2.34457560e-02	4.29804750e-04	4	false	smoothSolver	7.60317530e-03	2.31498660e-04	4	true	smoothSolver	7.06027280e-04	3.92985840e-05	4	true	GAMG	2.24353980e-01	2.17522410e-02	1	true
27              	smoothSolver	1.32417120e-02	3.88606560e-04	4	2.36799810e-02	4.22796800e-04	4	false	smoothSolver	7.14894340e-03	2.15774720e-04	4	true	smoothSolver	6.79769620e-04	3.74622260e-05	4	true	GAMG	2.37543100e-01	5.97605900e-03	2	true
28              	smoothSolver	1.25495460e-02	3.79574760e-04	4	2.30096150e-02	4.21928690e-04	4	false	smoothSolver	6.73716570e-03	2.01897740e-04	4	true	smoothSolver	6.53386100e-04	3.59425710e-05	4	true	GAMG	2.56035930e-01	2.54804180e-02	1	true
29              	smoothSolver	1.22968200e-02	3.80432000e-04	4	2.19171390e-02	3.98784920e-04	4	false	smoothSolver	6.36066720e-03	1.88943650e-04	4	true	smoothSolver	6.28661110e-04	3.44158340e-05	4	true	GAMG	2.64339300e-01	2.55394400e-02	1	true
30              	smoothSolver	1.21732220e-02	3.93217880e-04	4	2.04322730e-02	3.71448360e-04	4	false	smoothSolver	6.03942220e-03	1.76969550e-04	4	true	smoothSolver	6.03784960e-04	3.28484340e-05	4	true	GAMG	2.55291870e-01	2.50870360e-02	1	true
31              	smoothSolver	1.22220850e-02	4.02789610e-04	4	1.90524170e-02	3.37848400e-04	4	false	smoothSolver	5.72418950e-03	1.66052180e-04	4	true	smoothSolver	5.80224040e-04	3.13604230e-05	4	true	GAMG	2.50948250e-01	2.50273520e-02	1	true
32              	smoothSolver	1.21718220e-02	4.10053070e-04	4	1.79864160e-02	3.17006630e-04	4	false	smoothSolver	5.46172960e-03	1.56451450e-04	4	true	smoothSolver	5.58447530e-04	2.99471660e-05	4	true	GAMG	2.51047020e-01	6.41055260e-03	2	true
33              	smoothSolver	1.22475080e-02	4.13492380e-04	4	1.72721840e-02	3.05305040e-04	4	false	smoothSolver	5.21744630e-03	1.47720410e-04	4	true	smoothSolver	5.38156740e-04	2.86319590e-05	4	true	GAMG	2.51269170e-01	6.35335230e-03	2	true
34              	smoothSolver	1.21065860e-02	4.09112900e-04	4	1.68209280e-02	3.01768200e-04	4	false	smoothSolver	5.00663260e-03	1.39841690e-04	4	true	smoothSolver	5.16575710e-04	2.73927760e-05	4	true	GAMG	2.31552940e-01	6.03620290e-03	2	true
35              	smoothSolver	1.20132610e-02	4.00485070e-04	4	1.66861200e-02	2.97735820e-04	4	false	smoothSolver	4.81754980e-03	1.32785630e-04	4	true	smoothSolver	4.96062030e-04	2.60817910e-05	4	true	GAMG	2.08512690e-01	5.17125600e-03	2	true
36              	smoothSolver	1.17028890e-02	3.91568270e-04	4	1.67102980e-02	3.03057680e-04	4	false	smoothSolver	4.65554030e-03	1.26496420e-04	4	true	smoothSolver	4.76202950e-04	2.49303700e-05	4	true	GAMG	1.92970280e-01	4.73873130e-03	2	true
37              	smoothSolver	1.14983260e-02	3.76660600e-04	4	1.68012370e-02	3.04629120e-04	4	false	smoothSolver	4.51451600e-03	1.20738140e-04	4	true	smoothSolver	4.57901950e-04	2.38345970e-05	4	true	GAMG	1.79695070e-01	4.76750100e-03	2	true
38              	smoothSolver	1.12114010e-02	3.64657790e-04	4	1.67221420e-02	3.05055590e-04	4	false	smoothSolver	4.38412520e-03	1.15432350e-04	4	true	smoothSolver	4.39867310e-04	2.28223130e-05	4	true	GAMG	1.75597960e-01	4.63882630e-03	2	true
39              	smoothSolver	1.10454590e-02	3.58887620e-04	4	1.66417340e-02	3.03785840e-04	4	false	smoothSolver	4.26054430e-03	1.10497280e-04	4	true	smoothSolver	4.23746420e-04	2.18956710e-05	4	true	GAMG	1.74607120e-01	4.73471200e-03	2	true
40              	smoothSolver	1.08831320e-02	3.55211780e-04	4	1.63727060e-02	3.00282280e-04	4	false	smoothSolver	4.16455730e-03	1.06482510e-04	4	true	smoothSolver	4.08569180e-04	2.10139460e-05	4	true	GAMG	1.74983400e-01	4.67076080e-03	2	true
41              	smoothSolver	1.08071740e-02	3.52270200e-04	4	1.60884650e-02	2.92616530e-04	4	false	smoothSolver	4.07144410e-03	1.02476830e-04	4	true	smoothSolver	3.93488390e-04	2.00725470e-05	4	true	GAMG	1.71880020e-01	4.58059270e-03	2	true
42              	smoothSolver	1.06891180e-02	3.52958160e-04	4	1.57278690e-02	2.85648530e-04	4	false	smoothSolver	3.99656970e-03	9.91070110e-05	4	true	smoothSolver	3.79566110e-04	1.93072050e-05	4	true	GAMG	1.72463620e-01	4.61669780e-03	2	true
43              	smoothSolver	1.06829150e-02	3.49121840e-04	4	1.53923340e-02	2.77992450e-04	4	false	smoothSolver	3.92748340e-03	9.56306900e-05	4	true	smoothSolver	3.65807520e-04	1.84249120e-05	4	true	GAMG	1.70777710e-01	4.57042280e-03	2	true
44              	smoothSolver	1.05756470e-02	3.44781280e-04	4	1.50674260e-02	2.74861480e-04	4	false	smoothSolver	3.87480700e-03	9.27430660e-05	4	true	smoothSolver	3.53817510e-04	1.76941170e-05	4	true	GAMG	1.69123540e-01	4.29570560e-03	2	true
45              	smoothSolver	1.04532320e-02	3.39971230e-04	4	1.48106750e-02	2.68761380e-04	4	false	smoothSolver	3.83388810e-03	9.03438050e-05	4	true	smoothSolver	3.42426050e-04	1.70621710e-05	4	true	GAMG	1.66453880e-01	4.47742390e-03	2	true
46              	smoothSolver	1.03257720e-02	3.37752060e-04	4	1.46368910e-02	2.64737200e-04	4	false	smoothSolver	3.79460740e-03	8.82879350e-05	4	true	smoothSolver	3.31900960e-04	1.64990080e-05	4	true	GAMG	1.62067360e-01	4.34720680e-03	2	true
47              	smoothSolver	1.02770780e-02	3.34301520e-04	4	1.45324060e-02	2.66135300e-04	4	false	smoothSolver	3.77137970e-03	8.64606620e-05	4	true	smoothSolver	3.22138620e-04	1.59420370e-05	4	true	GAMG	1.56428180e-01	4.18660020e-03	2	true
48              	smoothSolver	1.00890140e-02	3.27606060e-04	4	1.42811170e-02	2.60663780e-04	4	false	smoothSolver	3.74892040e-03	8.52063630e-05	4	true	smoothSolver	3.13209570e-04	1.54284970e-05	4	true	GAMG	1.51300450e-01	4.04973440e-03	2	true
49              	smoothSolver	1.00924770e-02	3.25749010e-04	4	1.41853270e-02	2.59766870e-04	4	false	smoothSolver	3.73966470e-03	8.41050140e-05	4	true	smoothSolver	3.06256480e-04	1.49104360e-05	4	true	GAMG	1.44156420e-01	3.97458760e-03	2	true
50              	smoothSolver	9.97482180e-03	3.21985240e-04	4	1.39863810e-02	2.59217720e-04	4	false	smoothSolver	3.73999850e-03	8.32782590e-05	4	true	smoothSolver	2.97791950e-04	1.44667580e-05	4	true	GAMG	1.39751390e-01	3.66796840e-03	2	true
51              	smoothSolver	9.92587850e-03	3.21797950e-04	4	1.38000610e-02	2.60236990e-04	4	false	smoothSolver	3.74191560e-03	8.26038370e-05	4	true	smoothSolver	2.90647510e-04	1.40301950e-05	4	true	GAMG	1.36657310e-01	3.61300430e-03	2	true
52              	smoothSolver	9.87341570e-03	3.20854310e-04	4	1.36097240e-02	2.56577760e-04	4	false	smoothSolver	3.75542330e-03	8.23792330e-05	4	true	smoothSolver	2.83963350e-04	1.36689550e-05	4	true	GAMG	1.33171020e-01	3.56718880e-03	2	true
53              	smoothSolver	9.80180470e-03	3.17580680e-04	4	1.34297420e-02	2.53241050e-04	4	false	smoothSolver	3.77476780e-03	8.20939590e-05	4	true	smoothSolver	2.80010080e-04	1.34008560e-05	4	true	GAMG	1.30700290e-01	3.35591960e-03	2	true
54              	smoothSolver	9.73937080e-03	3.15560910e-04	4	1.32665120e-02	2.48449490e-04	4	false	smoothSolver	3.80298770e-03	8.19173770e-05	4	true	smoothSolver	2.75861820e-04	1.31041990e-05	4	true	GAMG	1.28834140e-01	3.18165410e-03	2	true
55              	smoothSolver	9.65595650e-03	3.12339320e-04	4	1.30556810e-02	2.44672030e-04	4	false	smoothSolver	3.82818920e-03	8.17587650e-05	4	true	smoothSolver	2.70477460e-04	1.28221570e-05	4	true	GAMG	1.26398160e-01	3.24431370e-03	2	true
56              	smoothSolver	9.54699640e-03	3.09552640e-04	4	1.28721840e-02	2.44709350e-04	4	false	smoothSolver	3.85049560e-03	8.16963230e-05	4	true	smoothSolver	2.66409820e-04	1.25498510e-05	4	true	GAMG	1.25036230e-01	3.53363150e-03	2	true
57              	smoothSolver	9.48428800e-03	3.06709100e-04	4	1.27215660e-02	2.40227230e-04	4	false	smoothSolver	3.88747990e-03	8.19237110e-05	4	true	smoothSolver	2.63573030e-04	1.23294070e-05	4	true	GAMG	1.23127430e-01	3.31159530e-03	2	true
58              	smoothSolver	9.37944410e-03	3.02485980e-04	4	1.26448120e-02	2.41988030e-04	4	false	smoothSolver	3.92206600e-03	8.19934700e-05	4	true	smoothSolver	2.60297140e-04	1.21337870e-05	4	true	GAMG	1.22448840e-01	3.47758880e-03	2	true
59              	smoothSolver	9.36129220e-03	2.99786480e-04	4	1.25267940e-02	2.37548160e-04	4	false	smoothSolver	3.96393400e-03	8.21817030e-05	4	true	smoothSolver	2.57580600e-04	1.19770230e-05	4	true	GAMG	1.22216800e-01	3.52721010e-03	2	true
60              	smoothSolver	9.30925740e-03	2.98621880e-04	4	1.23491590e-02	2.33882680e-04	4	false	smoothSolver	4.00396380e-03	8.22871090e-05	4	true	smoothSolver	2.55655260e-04	1.19277600e-05	4	true	GAMG	1.21511830e-01	3.37432800e-03	2	true
61              	smoothSolver	9.26308830e-03	2.96009370e-04	4	1.22532590e-02	2.30921400e-04	4	false	smoothSolver	4.06108360e-03	8.27668270e-05	4	true	smoothSolver	2.54150760e-04	1.18733720e-05	4	true	GAMG	1.18664770e-01	3.31040590e-03	2	true
62              	smoothSolver	9.18552810e-03	2.94356480e-04	4	1.20974110e-02	2.27394650e-04	4	false	smoothSolver	4.10902520e-03	8.29816050e-05	4	true	smoothSolver	2.52362500e-04	1.18237840e-05	4	true	GAMG	1.17650180e-01	3.29056100e-03	2	true
63              	smoothSolver	9.11074710e-03	2.91953540e-04	4	1.19639910e-02	2.28931210e-04	4	false	smoothSolver	4.16911630e-03	8.34211380e-05	4	true	smoothSolver	2.51172540e-04	1.17503830e-05	4	true	GAMG	1.15082220e-01	3.24692200e-03	2	true
64              	smoothSolver	8.96397140e-03	2.88135220e-04	4	1.18283180e-02	2.24719360e-04	4	false	smoothSolver	4.22909790e-03	8.36378900e-05	4	true	smoothSolver	2.50295730e-04	1.16476590e-05	4	true	GAMG	1.12161510e-01	3.28200050e-03	2	true
65              	smoothSolver	8.92559040e-03	2.88155520e-04	4	1.16830400e-02	2.19559130e-04	4	false	smoothSolver	4.29135830e-03	8.39365560e-05	4	true	smoothSolver	2.49487320e-04	1.15571220e-05	4	true	GAMG	1.09762890e-01	3.21232540e-03	2	true
66              	smoothSolver	8.88115180e-03	2.86584820e-04	4	1.15123330e-02	2.17984070e-04	4	false	smoothSolver	4.35164520e-03	8.38842080e-05	4	true	smoothSolver	2.48121400e-04	1.14841740e-05	4	true	GAMG	1.07946920e-01	3.14254160e-03	2	true
67              	smoothSolver	8.86296200e-03	2.84471510e-04	4	1.14234510e-02	2.13613840e-04	4	false	smoothSolver	4.42532250e-03	8.42418130e-05	4	true	smoothSolver	2.47548580e-04	1.14205910e-05	4	true	GAMG	1.07565820e-01	3.00758660e-03	2	true
68              	smoothSolver	8.76071460e-03	2.81247260e-04	4	1.13025090e-02	2.13105330e-04	4	false	smoothSolver	4.49742040e-03	4.46882450e-04	2	true	smoothSolver	2.47098350e-04	1.13507540e-05	4	true	GAMG	1.05883760e-01	2.99084400e-03	2	true
69              	smoothSolver	8.76238030e-03	2.79651230e-04	4	1.11984810e-02	2.11401910e-04	4	false	smoothSolver	4.59372830e-03	4.39135750e-04	2	true	smoothSolver	2.46469300e-04	1.12728030e-05	4	true	GAMG	1.04406940e-01	3.10097510e-03	2	true
70              	smoothSolver	8.71199800e-03	2.76908060e-04	4	1.10550060e-02	2.06696130e-04	4	false	smoothSolver	4.68951600e-03	4.41478750e-04	2	true	smoothSolver	2.45488960e-04	1.12431880e-05	4	true	GAMG	1.02587940e-01	2.99746050e-03	2	true
71              	smoothSolver	8.71232560e-03	2.75289520e-04	4	1.09750240e-02	2.03520240e-04	4	false	smoothSolver	4.78778640e-03	4.46082320e-04	2	true	smoothSolver	2.45849340e-04	1.12035410e-05	4	true	GAMG	1.02393890e-01	2.94859220e-03	2	true
72              	smoothSolver	8.63347570e-03	2.75659130e-04	4	1.08324590e-02	2.02440250e-04	4	false	smoothSolver	4.88051800e-03	4.51934570e-04	2	true	smoothSolver	2.45368980e-04	1.12018930e-05	4	true	GAMG	1.01178330e-01	3.00495400e-03	2	true
73              	smoothSolver	8.59069570e-03	2.72748540e-04	4	1.07190280e-02	2.01124060e-04	4	false	smoothSolver	4.97119630e-03	4.56607600e-04	2	true	smoothSolver	2.44488400e-04	1.11854200e-05	4	true	GAMG	9.91802070e-02	3.01491060e-03	2	true
74              	smoothSolver	8.55216540e-03	2.73539490e-04	4	1.06167200e-02	2.00431100e-04	4	false	smoothSolver	5.06595950e-03	4.60575190e-04	2	true	smoothSolver	2.44393680e-04	1.11883820e-05	4	true	GAMG	9.88310070e-02	2.92880440e-03	2	true
75              	smoothSolver	8.51099770e-03	2.70437690e-04	4	1.04722490e-02	1.97404660e-04	4	false	smoothSolver	5.15266650e-03	4.64383300e-04	2	true	smoothSolver	2.43675670e-04	1.11831120e-05	4	true	GAMG	9.57976010e-02	3.01642680e-03	2	true
76              	smoothSolver	8.46711870e-03	2.70480580e-04	4	1.03797390e-02	1.97197450e-04	4	false	smoothSolver	5.24264990e-03	4.69372520e-04	2	true	smoothSolver	2.44084410e-04	1.12370980e-05	4	true	GAMG	9.44608090e-02	3.00791520e-03	2	true
77              	smoothSolver	8.47121890e-03	2.68519240e-04	4	1.02840320e-02	1.93123910e-04	4	false	smoothSolver	5.32697730e-03	4.73258930e-04	2	true	smoothSolver	2.43626680e-04	1.12785970e-05	4	true	GAMG	9.35889670e-02	2.96344910e-03	2	true
78              	smoothSolver	8.41022900e-03	2.66789140e-04	4	1.01866530e-02	1.92874130e-04	4	false	smoothSolver	5.41528150e-03	4.78004750e-04	2	true	smoothSolver	2.43918050e-04	1.12689860e-05	4	true	GAMG	9.25877910e-02	2.90954280e-03	2	true
79              	smoothSolver	8.35619280e-03	2.65771640e-04	4	1.00703560e-02	1.92388330e-04	4	false	smoothSolver	5.49771680e-03	4.80812410e-04	2	true	smoothSolver	2.43345800e-04	1.12618280e-05	4	true	GAMG	9.08230990e-02	2.72710490e-03	2	true
80              	smoothSolver	8.31679040e-03	2.64992430e-04	4	9.97565070e-03	1.89750490e-04	4	false	smoothSolver	5.59102350e-03	4.83760400e-04	2	true	smoothSolver	2.42919030e-04	1.12466030e-05	4	true	GAMG	8.96760780e-02	2.68716560e-03	2	true
81              	smoothSolver	8.31391330e-03	2.61968370e-04	4	9.87675110e-03	1.86721630e-04	4	false	smoothSolver	5.67925080e-03	4.87378070e-04	2	true	smoothSolver	2.42931600e-04	1.12602350e-05	4	true	GAMG	8.75233020e-02	2.71884100e-03	2	true
82              	smoothSolver	8.23804520e-03	2.59985380e-04	4	9.77487130e-03	1.86930920e-04	4	false	smoothSolver	5.77695740e-03	4.90007810e-04	2	true	smoothSolver	2.43847930e-04	1.12600970e-05	4	true	GAMG	8.66357030e-02	2.70826890e-03	2	true
83              	smoothSolver	8.24913850e-03	2.59136900e-04	4	9.69565600e-03	1.83334170e-04	4	false	smoothSolver	5.88152150e-03	4.93377980e-04	2	true	smoothSolver	2.45073650e-04	1.12969740e-05	4	true	GAMG	8.47492170e-02	2.57691090e-03	2	true
84              	smoothSolver	8.17143610e-03	2.55758720e-04	4	9.58091160e-03	1.78626680e-04	4	false	smoothSolver	5.99105600e-03	4.96394510e-04	2	true	smoothSolver	2.45494150e-04	1.12770590e-05	4	true	GAMG	8.32280870e-02	2.49848860e-03	2	true
85              	smoothSolver	8.12887340e-03	2.56142220e-04	4	9.48454000e-03	1.77642190e-04	4	false	smoothSolver	6.10180360e-03	4.99380690e-04	2	true	smoothSolver	2.45265300e-04	1.12874000e-05	4	true	GAMG	8.29653280e-02	2.49178450e-03	2	true
86              	smoothSolver	8.08451560e-03	2.55390830e-04	4	9.35359690e-03	1.77103320e-04	4	false	smoothSolver	6.22834760e-03	5.03221320e-04	2	true	smoothSolver	2.45830480e-04	1.13237090e-05	4	true	GAMG	8.20058480e-02	2.47147320e-03	2	true
87              	smoothSolver	8.07780750e-03	2.52763610e-04	4	9.24798430e-03	1.72567530e-04	4	false	smoothSolver	6.35854030e-03	5.05984110e-04	2	true	smoothSolver	2.46336800e-04	1.13454380e-05	4	true	GAMG	8.19577760e-02	2.44536970e-03	2	true
88              	smoothSolver	8.06820540e-03	2.51501090e-04	4	9.12413080e-03	1.67266880e-04	4	false	smoothSolver	6.50656400e-03	5.09201020e-04	2	true	smoothSolver	2.46350750e-04	1.13967980e-05	4	true	GAMG	7.96286190e-02	2.29588540e-03	2	true
89              	smoothSolver	8.07580490e-03	2.49685710e-04	4	9.09310710e-03	1.67995330e-04	4	false	smoothSolver	6.67707900e-03	5.13225810e-04	2	true	smoothSolver	2.48974300e-04	1.15245670e-05	4	true	GAMG	7.79642610e-02	2.25942910e-03	2	true
90              	smoothSolver	8.06753930e-03	2.49344200e-04	4	8.93799820e-03	1.66012770e-04	4	false	smoothSolver	6.84900610e-03	5.18392010e-04	2	true	smoothSolver	2.49534760e-04	1.16204780e-05	4	true	GAMG	7.58635340e-02	2.18388800e-03	2	true
91              	smoothSolver	8.04845990e-03	2.47369270e-04	4	8.85687140e-03	1.62671460e-04	4	false	smoothSolver	7.02183650e-03	5.22074390e-04	2	true	smoothSolver	2.51518700e-04	1.17204030e-05	4	true	GAMG	7.48848850e-02	2.14896760e-03	2	true
92              	smoothSolver	7.99808140e-03	2.46324560e-04	4	8.73254130e-03	1.63134060e-04	4	false	smoothSolver	7.20256310e-03	5.25587810e-04	2	true	smoothSolver	2.51862950e-04	1.17456470e-05	4	true	GAMG	7.28931740e-02	2.12187090e-03	2	true
93              	smoothSolver	8.02557970e-03	2.45774520e-04	4	8.66149740e-03	1.60258590e-04	4	false	smoothSolver	7.38598210e-03	5.29791280e-04	2	true	smoothSolver	2.52989270e-04	1.17401490e-05	4	true	GAMG	7.18115710e-02	2.07945040e-03	2	true
94              	smoothSolver	7.95405610e-03	2.44325470e-04	4	8.54777600e-03	1.56219730e-04	4	false	smoothSolver	7.56475990e-03	5.33257180e-04	2	true	smoothSolver	2.53749050e-04	1.17252220e-05	4	true	GAMG	6.93547280e-02	1.95853840e-03	2	true
95              	smoothSolver	7.96255810e-03	2.42336890e-04	4	8.44308710e-03	1.54576070e-04	4	false	smoothSolver	7.74199240e-03	5.36362080e-04	2	true	smoothSolver	2.53910390e-04	1.16704570e-05	4	true	GAMG	6.88043470e-02	2.03855190e-03	2	true
96              	smoothSolver	7.91122310e-03	2.41007930e-04	4	8.30787690e-03	1.55586500e-04	4	false	smoothSolver	7.91772320e-03	5.40394970e-04	2	true	smoothSolver	2.53747230e-04	1.16805740e-05	4	true	GAMG	6.71754140e-02	1.94497230e-03	2	true
97              	smoothSolver	7.89643640e-03	2.39025360e-04	4	8.25947290e-03	1.53987360e-04	4	false	smoothSolver	8.08932170e-03	5.43926100e-04	2	true	smoothSolver	2.54727570e-04	1.17354960e-05	4	true	GAMG	6.66760040e-02	1.98081730e-03	2	true
98              	smoothSolver	7.89564840e-03	2.37157990e-04	4	8.14786180e-03	1.52634310e-04	4	false	smoothSolver	8.25109800e-03	5.47326940e-04	2	true	smoothSolver	2.54832090e-04	1.17364890e-05	4	true	GAMG	6.59975950e-02	1.98493580e-03	2	true
99              	smoothSolver	7.87280190e-03	2.35929840e-04	4	8.05978550e-03	1.48897780e-04	4	false	smoothSolver	8.40204170e-03	5.50557540e-04	2	true	smoothSolver	2.55380600e-04	1.17434820e-05	4	true	GAMG	6.55292900e-02	1.96606350e-03	2	true
