# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+02
# lRef          : 1.00000000e+00
# Aref          : 2.50000000e-01
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
2970            	-4.43108155e-02	4.70413503e-01	-5.14724318e-01	7.88110257e-01	9.98543885e-01	-2.10433628e-01	6.04488757e-01	4.92568910e-01	2.76942597e-02	4.78925024e-22	2.76942597e-02	-2.76942597e-02
2980            	-4.43831115e-02	4.70430238e-01	-5.14813349e-01	7.88194869e-01	9.98509139e-01	-2.10314270e-01	6.04411704e-01	4.92621793e-01	2.77394447e-02	5.05197789e-22	2.77394447e-02	-2.77394447e-02
2990            	-4.44133272e-02	4.70442450e-01	-5.14855777e-01	7.88238582e-01	9.98938175e-01	-2.10699594e-01	6.04818885e-01	4.92649114e-01	2.77583295e-02	5.22323770e-22	2.77583295e-02	-2.77583295e-02
3000            	-4.40131614e-02	4.71462906e-01	-5.15476068e-01	7.89551179e-01	1.00027353e+00	-2.10722346e-01	6.05497936e-01	4.93469487e-01	2.75082259e-02	4.27564914e-22	2.75082259e-02	-2.75082259e-02
3010            	-4.42610114e-02	4.70551329e-01	-5.14812340e-01	7.88290935e-01	9.98671824e-01	-2.10380889e-01	6.04526357e-01	4.92681835e-01	2.76631321e-02	4.92337527e-22	2.76631321e-02	-2.76631321e-02
3020            	-4.44963275e-02	4.69565364e-01	-5.14061692e-01	7.86901645e-01	9.97095177e-01	-2.10193532e-01	6.03644354e-01	4.91813528e-01	2.78102047e-02	5.15289046e-22	2.78102047e-02	-2.78102047e-02
3030            	-4.44094731e-02	4.70652101e-01	-5.15061574e-01	7.88570940e-01	9.99031823e-01	-2.10460883e-01	6.04746353e-01	4.92856837e-01	2.77559207e-02	4.81892229e-22	2.77559207e-02	-2.77559207e-02
3040            	-4.40039766e-02	4.70494986e-01	-5.14498962e-01	7.87995158e-01	9.98300799e-01	-2.10305640e-01	6.04303219e-01	4.92496974e-01	2.75024854e-02	4.92920378e-22	2.75024854e-02	-2.75024854e-02
3050            	-4.40356435e-02	4.70950877e-01	-5.14986521e-01	7.88749918e-01	9.99361805e-01	-2.10611886e-01	6.04986846e-01	4.92968699e-01	2.75222772e-02	4.78112579e-22	2.75222772e-02	-2.75222772e-02
3060            	-4.43896313e-02	4.70513867e-01	-5.14903498e-01	7.88333892e-01	9.98710885e-01	-2.10376992e-01	6.04543938e-01	4.92708683e-01	2.77435196e-02	4.78616006e-22	2.77435196e-02	-2.77435196e-02
3070            	-4.40754474e-02	4.70575810e-01	-5.14651257e-01	7.88181654e-01	9.98565917e-01	-2.10384263e-01	6.04475090e-01	4.92613534e-01	2.75471546e-02	4.62922807e-22	2.75471546e-02	-2.75471546e-02
3080            	-4.48540456e-02	4.69755214e-01	-5.14609260e-01	7.87491579e-01	9.97912665e-01	-2.10421086e-01	6.04166876e-01	4.92182237e-01	2.80337785e-02	4.95496920e-22	2.80337785e-02	-2.80337785e-02
3090            	-4.40487387e-02	4.70116751e-01	-5.14165490e-01	7.87425792e-01	9.97558980e-01	-2.10133188e-01	6.03846084e-01	4.92141120e-01	2.75304617e-02	4.75565167e-22	2.75304617e-02	-2.75304617e-02
3100            	-4.42763685e-02	4.69957098e-01	-5.14233466e-01	7.87352451e-01	9.97397959e-01	-2.10045508e-01	6.03721734e-01	4.92095282e-01	2.76727303e-02	4.80768134e-22	2.76727303e-02	-2.76727303e-02
3110            	-4.41147465e-02	4.71083388e-01	-5.15198135e-01	7.89025218e-01	9.99841042e-01	-2.10815823e-01	6.05328432e-01	4.93140761e-01	2.75717166e-02	4.94097762e-22	2.75717166e-02	-2.75717166e-02
3120            	-4.40882313e-02	4.71094720e-01	-5.15182951e-01	7.89022137e-01	9.99719666e-01	-2.10697528e-01	6.05208597e-01	4.93138836e-01	2.75551445e-02	4.67432056e-22	2.75551445e-02	-2.75551445e-02
3130            	-4.43266852e-02	4.69562727e-01	-5.13889413e-01	7.86761712e-01	9.96947691e-01	-2.10185979e-01	6.03566835e-01	4.91726070e-01	2.77041782e-02	4.75210463e-22	2.77041782e-02	-2.77041782e-02
3140            	-4.42220383e-02	4.69403366e-01	-5.13625405e-01	7.86423017e-01	9.96401108e-01	-2.09978091e-01	6.03189600e-01	4.91514386e-01	2.76387740e-02	4.86821144e-22	2.76387740e-02	-2.76387740e-02
3150            	-4.40524655e-02	4.68688702e-01	-5.12741167e-01	7.85143895e-01	9.95002559e-01	-2.09858663e-01	6.02430611e-01	4.90714935e-01	2.75327909e-02	4.99065520e-22	2.75327909e-02	-2.75327909e-02
3160            	-4.43714727e-02	4.70649244e-01	-5.15020717e-01	7.88535969e-01	9.99418407e-01	-2.10882438e-01	6.05150423e-01	4.92834981e-01	2.77321704e-02	5.05588239e-22	2.77321704e-02	-2.77321704e-02
3170            	-4.40662224e-02	4.69605077e-01	-5.13671300e-01	7.86621101e-01	9.96820481e-01	-2.10199379e-01	6.03509930e-01	4.91638188e-01	2.75413890e-02	4.79843289e-22	2.75413890e-02	-2.75413890e-02
3180            	-4.43041492e-02	4.69138292e-01	-5.13442441e-01	7.86064587e-01	9.96133464e-01	-2.10068878e-01	6.03101171e-01	4.91290367e-01	2.76900932e-02	4.91948788e-22	2.76900932e-02	-2.76900932e-02
3190            	-4.40894061e-02	4.69536198e-01	-5.13625604e-01	7.86529441e-01	9.96715824e-01	-2.10186382e-01	6.03451103e-01	4.91580901e-01	2.75558788e-02	4.77353298e-22	2.75558788e-02	-2.75558788e-02
3200            	-4.43445442e-02	4.69414951e-01	-5.13759495e-01	7.86539557e-01	9.96943811e-01	-2.10404254e-01	6.03674033e-01	4.91587223e-01	2.77153401e-02	4.96853810e-22	2.77153401e-02	-2.77153401e-02
3210            	-4.44813608e-02	4.69548041e-01	-5.14029402e-01	7.86861954e-01	9.97423611e-01	-2.10561657e-01	6.03992634e-01	4.91788721e-01	2.78008505e-02	4.57789221e-22	2.78008505e-02	-2.78008505e-02
3220            	-4.40363539e-02	4.68777146e-01	-5.12813500e-01	7.85272517e-01	9.95138323e-01	-2.09865806e-01	6.02502064e-01	4.90795323e-01	2.75227212e-02	4.83210554e-22	2.75227212e-02	-2.75227212e-02
3230            	-4.44260644e-02	4.69892788e-01	-5.14318853e-01	7.87369313e-01	9.97958336e-01	-2.10589023e-01	6.04273680e-01	4.92105821e-01	2.77662903e-02	4.96130369e-22	2.77662903e-02	-2.77662903e-02
3240            	-4.43715515e-02	4.69757298e-01	-5.14128849e-01	7.87108918e-01	9.97778068e-01	-2.10669150e-01	6.04223609e-01	4.91943074e-01	2.77322197e-02	4.73935325e-22	2.77322197e-02	-2.77322197e-02
3250            	-4.44525125e-02	4.70065623e-01	-5.14518136e-01	7.87667007e-01	9.98413680e-01	-2.10746673e-01	6.04580177e-01	4.92291880e-01	2.77828203e-02	4.62424393e-22	2.77828203e-02	-2.77828203e-02
3260            	-4.40461341e-02	4.69392617e-01	-5.13438751e-01	7.86265095e-01	9.96260677e-01	-2.09995582e-01	6.03128130e-01	4.91415684e-01	2.75288338e-02	4.95706812e-22	2.75288338e-02	-2.75288338e-02
3270            	-4.44633199e-02	4.69553338e-01	-5.14016658e-01	7.86855997e-01	9.97352349e-01	-2.10496353e-01	6.03924351e-01	4.91784998e-01	2.77895749e-02	4.83796486e-22	2.77895749e-02	-2.77895749e-02
3280            	-4.39497789e-02	4.68901595e-01	-5.12851374e-01	7.85402375e-01	9.95136510e-01	-2.09734135e-01	6.02435323e-01	4.90876484e-01	2.74686118e-02	4.76901793e-22	2.74686118e-02	-2.74686118e-02
3290            	-4.42853397e-02	4.69775777e-01	-5.14061117e-01	7.87069515e-01	9.97480285e-01	-2.10410770e-01	6.03945528e-01	4.91918447e-01	2.76783373e-02	4.73304238e-22	2.76783373e-02	-2.76783373e-02
3300            	-4.43706843e-02	4.69742602e-01	-5.14113286e-01	7.87084710e-01	9.97506710e-01	-2.10421999e-01	6.03964355e-01	4.91927944e-01	2.77316777e-02	4.75586366e-22	2.77316777e-02	-2.77316777e-02
3310            	-4.40562874e-02	4.69724942e-01	-5.13781230e-01	7.86804938e-01	9.96908901e-01	-2.10103963e-01	6.03506432e-01	4.91753086e-01	2.75351797e-02	4.81156385e-22	2.75351797e-02	-2.75351797e-02
3320            	-4.42870411e-02	4.69536032e-01	-5.13823073e-01	7.86687284e-01	9.97025923e-01	-2.10338640e-01	6.03682281e-01	4.91679552e-01	2.76794007e-02	4.90580025e-22	2.76794007e-02	-2.76794007e-02
3330            	-4.42995549e-02	4.69763700e-01	-5.14063255e-01	7.87061565e-01	9.97374805e-01	-2.10313240e-01	6.03844022e-01	4.91913478e-01	2.76872218e-02	4.78307738e-22	2.76872218e-02	-2.76872218e-02
3340            	-4.39088276e-02	4.69470867e-01	-5.13379695e-01	7.86280450e-01	9.96097069e-01	-2.09816619e-01	6.02956844e-01	4.91425281e-01	2.74430173e-02	4.72502635e-22	2.74430173e-02	-2.74430173e-02
3350            	-4.42888775e-02	4.69696087e-01	-5.13984965e-01	7.86944841e-01	9.97196276e-01	-2.10251435e-01	6.03723855e-01	4.91840526e-01	2.76805484e-02	5.00777283e-22	2.76805484e-02	-2.76805484e-02
3360            	-4.40585381e-02	4.69264442e-01	-5.13322980e-01	7.86069937e-01	9.95919339e-01	-2.09849402e-01	6.02884370e-01	4.91293711e-01	2.75365863e-02	4.74534226e-22	2.75365863e-02	-2.75365863e-02
3370            	-4.44789061e-02	4.69459923e-01	-5.13938829e-01	7.86719002e-01	9.96983556e-01	-2.10264554e-01	6.03624055e-01	4.91699376e-01	2.77993163e-02	5.04682932e-22	2.77993163e-02	-2.77993163e-02
3380            	-4.38968558e-02	4.69769330e-01	-5.13666186e-01	7.86748413e-01	9.96722712e-01	-2.09974299e-01	6.03348505e-01	4.91717758e-01	2.74355349e-02	4.62964066e-22	2.74355349e-02	-2.74355349e-02
3390            	-4.42640843e-02	4.70534687e-01	-5.14798771e-01	7.88266766e-01	9.98775303e-01	-2.10508537e-01	6.04641920e-01	4.92666729e-01	2.76650527e-02	4.95895653e-22	2.76650527e-02	-2.76650527e-02
3400            	-4.40187487e-02	4.70034744e-01	-5.14053493e-01	7.87270589e-01	9.97341668e-01	-2.10071079e-01	6.03706373e-01	4.92044118e-01	2.75117179e-02	4.67319509e-22	2.75117179e-02	-2.75117179e-02
3410            	-4.44731238e-02	4.71017243e-01	-5.15490366e-01	7.89206087e-01	9.99868131e-01	-2.10662044e-01	6.05265088e-01	4.93253805e-01	2.77957024e-02	4.80648395e-22	2.77957024e-02	-2.77957024e-02
3420            	-4.42801153e-02	4.69386817e-01	-5.13666932e-01	7.86442999e-01	9.96274108e-01	-2.09831109e-01	6.03052608e-01	4.91526874e-01	2.76750721e-02	4.83078463e-22	2.76750721e-02	-2.76750721e-02
3430            	-4.41615097e-02	4.70282719e-01	-5.14444228e-01	7.87781558e-01	9.97895831e-01	-2.10114274e-01	6.04005053e-01	4.92363474e-01	2.76009436e-02	4.79400461e-22	2.76009436e-02	-2.76009436e-02
3440            	-4.43409786e-02	4.69688172e-01	-5.14029151e-01	7.86973858e-01	9.96989090e-01	-2.10015232e-01	6.03502161e-01	4.91858661e-01	2.77131116e-02	4.98070978e-22	2.77131116e-02	-2.77131116e-02
3450            	-4.42584939e-02	4.70030697e-01	-5.14289191e-01	7.87455910e-01	9.97448985e-01	-2.09993075e-01	6.03721030e-01	4.92159944e-01	2.76615587e-02	4.93096209e-22	2.76615587e-02	-2.76615587e-02
3460            	-4.42675718e-02	4.71144575e-01	-5.15412146e-01	7.89245377e-01	1.00000992e+00	-2.10764545e-01	6.05387233e-01	4.93278361e-01	2.76672324e-02	4.77779511e-22	2.76672324e-02	-2.76672324e-02
3470            	-4.41036517e-02	4.70524140e-01	-5.14627792e-01	7.88121545e-01	9.98311391e-01	-2.10189845e-01	6.04250618e-01	4.92575966e-01	2.75647823e-02	4.86519633e-22	2.75647823e-02	-2.75647823e-02
3480            	-4.42452840e-02	4.70156781e-01	-5.14402065e-01	7.87647077e-01	9.98026770e-01	-2.10379694e-01	6.04203232e-01	4.92279423e-01	2.76533025e-02	4.73161627e-22	2.76533025e-02	-2.76533025e-02
3490            	-4.44670433e-02	4.70082387e-01	-5.14549430e-01	7.87705454e-01	9.98087858e-01	-2.10382404e-01	6.04235131e-01	4.92315908e-01	2.77919020e-02	4.91803469e-22	2.77919020e-02	-2.77919020e-02
3500            	-4.42390202e-02	4.69389324e-01	-5.13628344e-01	7.86414134e-01	9.96662150e-01	-2.10248016e-01	6.03455083e-01	4.91508834e-01	2.76493876e-02	4.86509394e-22	2.76493876e-02	-2.76493876e-02
3510            	-4.45540217e-02	4.71092772e-01	-5.15646793e-01	7.89391652e-01	1.00062180e+00	-2.11230146e-01	6.05925972e-01	4.93369783e-01	2.78462636e-02	4.85301688e-22	2.78462636e-02	-2.78462636e-02
3520            	-4.43332037e-02	4.69840721e-01	-5.14173925e-01	7.87211717e-01	9.97753407e-01	-2.10541690e-01	6.04147548e-01	4.92007323e-01	2.77082523e-02	4.71329483e-22	2.77082523e-02	-2.77082523e-02
3530            	-4.44516361e-02	4.69868230e-01	-5.14319866e-01	7.87350476e-01	9.98130618e-01	-2.10780141e-01	6.04455379e-01	4.92094048e-01	2.77822726e-02	4.98006336e-22	2.77822726e-02	-2.77822726e-02
3540            	-4.40853617e-02	4.69303206e-01	-5.13388567e-01	7.86153418e-01	9.96536770e-01	-2.10383352e-01	6.03460061e-01	4.91345886e-01	2.75533510e-02	4.71433696e-22	2.75533510e-02	-2.75533510e-02
3550            	-4.44417262e-02	4.68219361e-01	-5.12661087e-01	7.84704359e-01	9.94725185e-01	-2.10020826e-01	6.02373005e-01	4.90440224e-01	2.77760789e-02	4.73951268e-22	2.77760789e-02	-2.77760789e-02
3560            	-4.45471870e-02	4.69686685e-01	-5.14233872e-01	7.87136446e-01	9.97942733e-01	-2.10806287e-01	6.04374510e-01	4.91960279e-01	2.78419919e-02	4.74188970e-22	2.78419919e-02	-2.78419919e-02
3570            	-4.42144098e-02	4.68734806e-01	-5.12949216e-01	7.85347218e-01	9.95360363e-01	-2.10013145e-01	6.02686754e-01	4.90842011e-01	2.76340061e-02	4.83060799e-22	2.76340061e-02	-2.76340061e-02
3580            	-4.42732197e-02	4.69083040e-01	-5.13356260e-01	7.85951440e-01	9.96236211e-01	-2.10284772e-01	6.03260492e-01	4.91219650e-01	2.76707623e-02	4.74586418e-22	2.76707623e-02	-2.76707623e-02
3590            	-4.45240924e-02	4.70749658e-01	-5.15273751e-01	7.88818727e-01	9.99751343e-01	-2.10932616e-01	6.05341979e-01	4.93011705e-01	2.78275578e-02	4.88173861e-22	2.78275578e-02	-2.78275578e-02
3600            	-4.40621547e-02	4.69830278e-01	-5.13892432e-01	7.86978168e-01	9.97000897e-01	-2.10022729e-01	6.03511813e-01	4.91861355e-01	2.75388467e-02	4.83637240e-22	2.75388467e-02	-2.75388467e-02
3610            	-4.44617993e-02	4.69896481e-01	-5.14358280e-01	7.87403809e-01	9.97934578e-01	-2.10530769e-01	6.04232674e-01	4.92127381e-01	2.77886246e-02	4.90262233e-22	2.77886246e-02	-2.77886246e-02
3620            	-4.42610828e-02	4.70938378e-01	-5.15199461e-01	7.88910271e-01	9.99474620e-01	-2.10564349e-01	6.05019485e-01	4.93068919e-01	2.76631767e-02	4.79776196e-22	2.76631767e-02	-2.76631767e-02
3630            	-4.43288345e-02	4.70101400e-01	-5.14430235e-01	7.87625308e-01	9.98061014e-01	-2.10435706e-01	6.04248360e-01	4.92265817e-01	2.77055216e-02	4.53433032e-22	2.77055216e-02	-2.77055216e-02
3640            	-4.41195664e-02	4.71031838e-01	-5.15151404e-01	7.88946593e-01	9.99315077e-01	-2.10368484e-01	6.04841780e-01	4.93091621e-01	2.75747290e-02	4.90975346e-22	2.75747290e-02	-2.75747290e-02
3650            	-4.44285744e-02	4.71135879e-01	-5.15564453e-01	7.89360266e-01	1.00028258e+00	-2.10922312e-01	6.05602444e-01	4.93350166e-01	2.77678590e-02	4.72989722e-22	2.77678590e-02	-2.77678590e-02
3660            	-4.42888044e-02	4.70475781e-01	-5.14764585e-01	7.88192293e-01	9.98615610e-01	-2.10423316e-01	6.04519463e-01	4.92620183e-01	2.76805028e-02	5.03539552e-22	2.76805028e-02	-2.76805028e-02
3670            	-4.40666826e-02	4.69850836e-01	-5.13917519e-01	7.87014684e-01	9.96901384e-01	-2.09886700e-01	6.03394042e-01	4.91884177e-01	2.75416766e-02	4.61042485e-22	2.75416766e-02	-2.75416766e-02
3680            	-4.40706843e-02	4.70423125e-01	-5.14493809e-01	7.87933548e-01	9.98316152e-01	-2.10382604e-01	6.04349378e-01	4.92458467e-01	2.75441777e-02	4.90444493e-22	2.75441777e-02	-2.75441777e-02
3690            	-4.45175178e-02	4.70729692e-01	-5.15247209e-01	7.88781521e-01	9.99314000e-01	-2.10532479e-01	6.04923239e-01	4.92988450e-01	2.78234486e-02	4.80051098e-22	2.78234486e-02	-2.78234486e-02
3700            	-4.40509417e-02	4.69866090e-01	-5.13917032e-01	7.87026498e-01	9.97117263e-01	-2.10090765e-01	6.03604014e-01	4.91891561e-01	2.75318386e-02	4.70852033e-22	2.75318386e-02	-2.75318386e-02
3710            	-4.43587183e-02	4.70738565e-01	-5.15097283e-01	7.88668678e-01	9.99032714e-01	-2.10364036e-01	6.04698375e-01	4.92917924e-01	2.77241989e-02	4.89217912e-22	2.77241989e-02	-2.77241989e-02
3720            	-4.43660906e-02	4.70923532e-01	-5.15289622e-01	7.88970523e-01	9.99729922e-01	-2.10759399e-01	6.05244661e-01	4.93106577e-01	2.77288066e-02	4.77724932e-22	2.77288066e-02	-2.77288066e-02
3730            	-4.43896310e-02	4.70575693e-01	-5.14965324e-01	7.88432814e-01	9.98640286e-01	-2.10207473e-01	6.04423880e-01	4.92770508e-01	2.77435194e-02	4.93968833e-22	2.77435194e-02	-2.77435194e-02
3740            	-4.42625272e-02	4.70431998e-01	-5.14694525e-01	7.88101219e-01	9.98351180e-01	-2.10249961e-01	6.04300570e-01	4.92563262e-01	2.76640795e-02	4.64332765e-22	2.76640795e-02	-2.76640795e-02
3750            	-4.42876154e-02	4.70130672e-01	-5.14418287e-01	7.87639167e-01	9.97799993e-01	-2.10160826e-01	6.03980410e-01	4.92274479e-01	2.76797596e-02	5.15884754e-22	2.76797596e-02	-2.76797596e-02
3760            	-4.43710075e-02	4.70852036e-01	-5.15223043e-01	7.88860063e-01	9.99395500e-01	-2.10535437e-01	6.04965468e-01	4.93037539e-01	2.77318797e-02	4.63829528e-22	2.77318797e-02	-2.77318797e-02
3770            	-4.41894991e-02	4.70521282e-01	-5.14710781e-01	7.88185650e-01	9.98622514e-01	-2.10436863e-01	6.04529688e-01	4.92616031e-01	2.76184369e-02	4.70378793e-22	2.76184369e-02	-2.76184369e-02
3780            	-4.40112948e-02	4.70172975e-01	-5.14184269e-01	7.87485795e-01	9.97440947e-01	-2.09955152e-01	6.03698050e-01	4.92178622e-01	2.75070592e-02	4.75817014e-22	2.75070592e-02	-2.75070592e-02
3790            	-4.44037790e-02	4.70515554e-01	-5.14919333e-01	7.88347909e-01	9.98717934e-01	-2.10370024e-01	6.04543979e-01	4.92717443e-01	2.77523619e-02	4.61209144e-22	2.77523619e-02	-2.77523619e-02
3800            	-4.43086729e-02	4.70831468e-01	-5.15140141e-01	7.88777287e-01	9.99091191e-01	-2.10313904e-01	6.04702547e-01	4.92985804e-01	2.76929206e-02	4.82109689e-22	2.76929206e-02	-2.76929206e-02
3810            	-4.43635775e-02	4.70440687e-01	-5.14804264e-01	7.88195961e-01	9.98606628e-01	-2.10410667e-01	6.04508648e-01	4.92622476e-01	2.77272359e-02	4.81001092e-22	2.77272359e-02	-2.77272359e-02
3820            	-4.45532917e-02	4.71853354e-01	-5.16406646e-01	7.90608000e-01	1.00145641e+00	-2.10848414e-01	6.06152414e-01	4.94130000e-01	2.78458073e-02	4.84973544e-22	2.78458073e-02	-2.78458073e-02
3830            	-4.41457558e-02	4.69943377e-01	-5.14089133e-01	7.87226008e-01	9.97109041e-01	-2.09883033e-01	6.03496037e-01	4.92016255e-01	2.75910974e-02	4.68806723e-22	2.75910974e-02	-2.75910974e-02
3840            	-4.42574021e-02	4.70488731e-01	-5.14746134e-01	7.88187892e-01	9.98231487e-01	-2.10043595e-01	6.04137541e-01	4.92617433e-01	2.76608763e-02	4.88580886e-22	2.76608763e-02	-2.76608763e-02
3850            	-4.44572898e-02	4.71262220e-01	-5.15719510e-01	7.89585384e-01	1.00016766e+00	-2.10582275e-01	6.05374967e-01	4.93490865e-01	2.77858061e-02	4.73381978e-22	2.77858061e-02	-2.77858061e-02
3860            	-4.39864165e-02	4.71056001e-01	-5.15042418e-01	7.88878735e-01	9.99060162e-01	-2.10181427e-01	6.04620795e-01	4.93049209e-01	2.74915103e-02	4.67628835e-22	2.74915103e-02	-2.74915103e-02
3870            	-4.46409948e-02	4.70906504e-01	-5.15547499e-01	7.89163202e-01	9.99764613e-01	-2.10601412e-01	6.05183013e-01	4.93227001e-01	2.79006217e-02	4.77322427e-22	2.79006217e-02	-2.79006217e-02
3880            	-4.39564375e-02	4.69844344e-01	-5.13800781e-01	7.86916100e-01	9.96599087e-01	-2.09682987e-01	6.03141037e-01	4.91822563e-01	2.74727734e-02	4.66779552e-22	2.74727734e-02	-2.74727734e-02
3890            	-4.44858336e-02	4.70157539e-01	-5.14643373e-01	7.87840729e-01	9.97982910e-01	-2.10142181e-01	6.04062546e-01	4.92400456e-01	2.78036460e-02	4.93504621e-22	2.78036460e-02	-2.78036460e-02
3900            	-4.43422963e-02	4.70876105e-01	-5.15218401e-01	7.88875605e-01	9.99287367e-01	-2.10411762e-01	6.04849564e-01	4.93047253e-01	2.77139352e-02	4.95569176e-22	2.77139352e-02	-2.77139352e-02
3910            	-4.43686325e-02	4.69649708e-01	-5.14018340e-01	7.86934439e-01	9.96752304e-01	-2.09817865e-01	6.03285085e-01	4.91834024e-01	2.77303953e-02	4.84822649e-22	2.77303953e-02	-2.77303953e-02
3920            	-4.45183407e-02	4.70967515e-01	-5.15485855e-01	7.89162696e-01	9.99797745e-01	-2.10635049e-01	6.05216397e-01	4.93226685e-01	2.78239630e-02	4.84300036e-22	2.78239630e-02	-2.78239630e-02
3930            	-4.40945790e-02	4.69978195e-01	-5.14072774e-01	7.87240775e-01	9.97138709e-01	-2.09897934e-01	6.03518322e-01	4.92025484e-01	2.75591119e-02	4.77058523e-22	2.75591119e-02	-2.75591119e-02
3940            	-4.45745511e-02	4.70646942e-01	-5.15221493e-01	7.88694748e-01	9.99471678e-01	-2.10776929e-01	6.05124304e-01	4.92934218e-01	2.78590945e-02	5.05744146e-22	2.78590945e-02	-2.78590945e-02
3950            	-4.43927461e-02	4.70579559e-01	-5.14972305e-01	7.88441491e-01	9.98947586e-01	-2.10506094e-01	6.04726840e-01	4.92775932e-01	2.77454663e-02	4.63671034e-22	2.77454663e-02	-2.77454663e-02
3960            	-4.42709374e-02	4.70057142e-01	-5.14328079e-01	7.87508177e-01	9.97813309e-01	-2.10305132e-01	6.04059221e-01	4.92192610e-01	2.76693358e-02	4.89085842e-22	2.76693358e-02	-2.76693358e-02
3970            	-4.42587837e-02	4.70246294e-01	-5.14505078e-01	7.87801097e-01	9.98267419e-01	-2.10466321e-01	6.04366870e-01	4.92375686e-01	2.76617398e-02	4.82913867e-22	2.76617398e-02	-2.76617398e-02
3980            	-4.45935950e-02	4.69682305e-01	-5.14275900e-01	7.87166563e-01	9.97597273e-01	-2.10430710e-01	6.04013992e-01	4.91979102e-01	2.78709969e-02	4.86904254e-22	2.78709969e-02	-2.78709969e-02
3990            	-4.45676930e-02	4.70935046e-01	-5.15502739e-01	7.89150228e-01	1.00011946e+00	-2.10969234e-01	6.05544348e-01	4.93218893e-01	2.78548082e-02	4.78249463e-22	2.78548082e-02	-2.78548082e-02
4000            	-4.43262219e-02	4.69761758e-01	-5.14087979e-01	7.87079790e-01	9.97200583e-01	-2.10120794e-01	6.03660689e-01	4.91924868e-01	2.77038887e-02	5.08987397e-22	2.77038887e-02	-2.77038887e-02
